legacy_id,post_type,post_status,language,trid,slug,title,date,legacy_url,categories,rule,proposed_type,confidence,needs_review,proposed_topics,proposed_regions,proposed_campaigns,proposed_series,notes,final_type,final_topics,reviewer,person_hints
432,portfolio,publish,en,432,portfolio-item-31,Portfolio Item 31,2012-11-14,,,RETIRE,retire,auto,0,,,,,Vanguard demo content,,,,
433,portfolio,publish,en,433,portfolio-item-32,Portfolio Item 32,2012-11-14,,,RETIRE,retire,auto,0,,,,,Vanguard demo content,,,,
821,portfolio,publish,en,821,hello-test,hello test,2012-12-07,,,RETIRE,retire,auto,0,,,,,Vanguard demo content,,,,
864,page,publish,en,864,home-2,Home,2012-12-07,,,R9,page,auto,0,,,,,,,,,
885,portfolio_cpt,publish,en,885,only-a-complete-change-in-paradigm-can-avoid-catastrophe,Helga Zepp-LaRouche: Only A Complete Change In Paradigm Can Avoid Catastrophe,2012-12-07,,,R1,si_presentation,auto,0,,,,,,,,,
891,page,publish,en,891,20121124panel-1-the-great-middle-east,Panel 1: The Great Middle East,2012-12-07,,,R9,page,auto,0,,,,,,,,,
895,page,publish,en,895,contact-us,Contact,2012-12-07,,,R9,page,auto,0,,,,,,,,,
900,portfolio_cpt,publish,en,900,the-global-consequences-of-instability-in-the-middle-east,Ambassador Attar: The Global Consequences of Instability in the Middle East,2012-12-07,,,R1,si_presentation,auto,0,,,,,,,,,
922,page,publish,en,922,international-conference-november-24-25-2012,"International Conference • November 24-25, 2012",2012-12-07,,,R9,page,auto,0,,,,,,,,,
924,page,publish,en,924,sitemap,Sitemap,2012-12-07,,,R9,page,auto,0,,,,,,,,,
930,portfolio_cpt,publish,en,930,a-revolutionary-development-plan-for-the-near-and-middle-east,Hussein Askary: A Revolutionary Development Plan for the Near and Middle East,2012-12-07,,,R1,si_presentation,auto,0,,,,,,,,,
946,portfolio_cpt,publish,en,946,multiple-civilian-benefits-of-satellites-the-example-of-health,Dr. Güell: Multiple Civilian Benefits of Satellites: The Example of Health,2012-12-07,,,R1,si_presentation,auto,0,,,,,,,,,
958,page,publish,en,958,panel-2-space-cooperation-and-other-common-aims-of-mankind,Panel 2: Space Cooperation and Other Common Aims of Mankind,2012-12-07,,,R9,page,auto,0,,,,,,,,,
1012,portfolio_cpt,publish,en,1012,prof-hankel-does-the-euro-have-a-chance-of-surviving,Prof. Hankel: Does The Euro Have a Chance of Surviving?,2012-12-10,,,R1,si_presentation,auto,0,,,,,,,,,
1017,portfolio_cpt,publish,en,1017,michael-billington-the-british-empire-versus-leibnizian-development,Michael Billington: The British Empire Versus Leibnizian Development,2012-12-10,,,R1,si_presentation,auto,0,,,,,,,,,
1028,portfolio_cpt,publish,en,1028,daniel-estulin-the-way-out-of-the-spanish-crisis,Daniel Estulin: The Way Out of The Spanish Crisis,2012-12-11,,,R1,si_presentation,auto,0,,,,,,,,,
1032,portfolio_cpt,publish,en,1032,george-tsobanoglou-the-dynamics-of-the-greek-crisis,George Tsobanoglou: The Dynamics of the Greek Crisis,2012-12-11,,,R1,si_presentation,auto,0,,,,,,,,,
1034,portfolio_cpt,publish,en,1034,prof-katsanevas-the-solution-for-greece,Prof. Katsanevas: The Solution For Greece,2012-12-11,,,R1,si_presentation,auto,0,,,,,,,,,
1037,portfolio_cpt,publish,en,1037,helga-zepp-larouche-there-is-life-after-the-euro-introduction,Helga Zepp-LaRouche: There is life after the Euro! (Introduction),2012-12-11,,,R1,si_presentation,auto,0,,,,,,,,,
1039,portfolio_cpt,publish,en,1039,mulugeta-zewdie-michael-the-grand-millennium-dam-project,"Mulugeta Zewdie Michael: The ""Grand Millennium Dam"" Project",2012-12-11,,,R1,si_presentation,auto,0,,,,,,,,,
1054,portfolio_cpt,publish,en,1054,aiman-rsheed-africa-pass,Aiman Rsheed: Africa Pass,2012-12-11,,,R1,si_presentation,auto,0,,,,,,,,,
1057,portfolio_cpt,publish,en,1057,lyndon-larouche-the-crucial-issue-of-this-crisis,Lyndon LaRouche: The Crucial Issue of This Crisis,2012-12-11,,,R1,si_presentation,auto,0,,,,,,,,,
1062,portfolio_cpt,publish,en,1062,jacques-cheminade-the-mission-of-europe-versus-the-british-empire,Jacques Cheminade: The Mission of Europe Versus the British Empire,2012-12-11,,,R1,si_presentation,auto,0,,,,,,,,,
1066,portfolio_cpt,publish,en,1066,didier-schmitt-the-exomars-project,Didier Schmitt: The ExoMars Project,2012-12-11,,,R1,si_presentation,auto,0,,,,,,,,,
1072,page,publish,en,1072,panel-3-the-alternative-to-world-war-and-chaos,Panel 3: The Alternative To World War and Chaos,2012-12-11,,,R9,page,auto,0,,,,,,,,,
1078,page,publish,en,1078,panel-4-there-is-life-after-the-euro-what-kind-of-a-europe-do-we-want,Panel 4: There Is Life After the Euro! What Kind of a Europe Do We Want?,2012-12-11,,,R9,page,auto,0,,,,,,,,,
1087,post,publish,en,1087,two-opposing-worlds-meet-development-or-death,Two Opposing Worlds Meet; Development or Death,2012-12-11,,updates-environmentalism,R9,post,auto,0,energy-environment,,,,,,,,
1092,page,publish,en,1092,stop-green-fascism,Stop Green Fascism,2012-12-11,,,R9,page,auto,0,,,,,,,,,
1098,page,publish,en,1098,our-campaign,Our Campaign,2012-12-11,,,R9,page,auto,0,,,,,,,,,
1103,page,publish,en,1103,about-us,About Us,2012-12-11,,,R9,page,auto,0,,,,,,,,,Helga Zepp-LaRouche
1158,page,publish,en,1158,a-new-renaissance,Toward a Renaissance of Classical Culture,2012-12-12,,,R9,page,auto,0,,,,,,,,,
1161,page,publish,en,1161,build-the-world-land-bridge,The World Land-Bridge,2012-12-12,,,R9,page,auto,0,,,,,,,,,
1163,page,publish,en,1163,stop-war,Stop World War III,2012-12-12,,,R9,page,auto,0,,,,,the Stop-WWIII appeal page,si_statement,dedupe vs post twins at transform,fable-day1,
1186,portfolio_cpt,publish,de,885,helga-zepp-larouche-nur-ein-vollstandiger-wechsel-des-paradigmas-kann-eine-katastrophe-verhindern,Helga Zepp-LaRouche: Nur ein vollständiger Wechsel des Paradigmas kann eine Katastrophe verhindern,2012-12-13,,,R1,si_presentation,auto,0,,,,,,,,,
1206,page,publish,de,895,kontakt,Kontakt,2012-12-13,,,R9,page,auto,0,,,,,,,,,
1238,page,publish,en,1299,classical-concert,Classical Concert,2012-12-13,,,R9,page,auto,0,,,,,,,,,
1244,page,publish,de,864,start,Start,2012-12-17,,,R9,page,auto,0,,,,,,,,,
1256,page,publish,fr,864,accueil,Accueil,2012-12-17,,,R9,page,auto,0,,,,,,,,,
1270,portfolio_cpt,publish,de,900,s-e-ali-reza-sheik-attar-die-globalen-konsequenzen-von-instabilitat-im-mittleren-osten,S.E. Ali Reza Sheik Attar: Die globalen Konsequenzen von Instabilität im Mittleren Osten,2012-12-17,,,R1,si_presentation,auto,0,,,,,,,,,
1275,portfolio_cpt,draft,en,1332,,,2012-12-17,,,R1,si_presentation,auto,0,,,,,,,,,
1277,portfolio_cpt,publish,de,930,hussein-askary-ein-revolutionarer-entwicklungsplan-fur-den-nahen-und-mittleren-osten,Hussein Askary: Ein revolutionärer Entwicklungsplan für den Nahen und Mittleren Osten,2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1284,portfolio_cpt,publish,en,1335,l-v-beethoven-fidelio-wer-ein-holdes-weib-errungen-finale,"L. v. Beethoven – Fidelio: „Wer ein holdes Weib errungen"" (Finale)",2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1291,portfolio_cpt,publish,en,1336,l-v-beethoven-fidelio-o-welche-lust-gefangenenchor,"L. v. Beethoven – Fidelio: „O welche Lust"" (Gefangenenchor)",2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1294,portfolio_cpt,publish,en,1337,l-v-beethoven-fidelio-mir-ist-so-wunderbar-quartet,"L. v. Beethoven – Fidelio: „Mir ist so wunderbar"" (Quartet)",2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1299,portfolio_cpt,publish,en,1338,g-verdi-nabuccodonosor-va-pensiero,"G. Verdi – Nabuccodonosor: „Va pensiero""",2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1302,portfolio_cpt,publish,en,1339,i-lachner-trio-in-d-major-op-58,I. Lachner – Trio in D major Op. 58,2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1311,portfolio_cpt,publish,de,1335,l-v-beethoven-fidelio-wer-ein-holdes-weib-errungen-finale-2,L. V. Beethoven – Fidelio: „Wer ein holdes Weib errungen” (finale),2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1316,portfolio_cpt,publish,de,1336,l-v-beethoven-fidelio-o-welche-lust-gefangenenchor-2,"L. v. Beethoven -- Fidelio: „O welche Lust"" (Gefangenenchor)",2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1319,portfolio_cpt,publish,de,1337,l-v-beethoven-fidelio-mir-ist-so-wunderbar-quartett,"L. v. Beethoven -- Fidelio: „Mir ist so wunderbar"" (Quartett)",2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1322,portfolio_cpt,publish,de,1338,g-verdi-nabuccodonosor-va-pensiero-2,"G. Verdi -- Nabuccodonosor: „Va, pensiero""",2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1325,portfolio_cpt,publish,de,1339,i-lachner-trio-in-d-dur-op-58-fur-geige-bratsche-und-klavier,"I. Lachner -- Trio in D-dur Op. 58 für Geige, Bratsche und Klavier",2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1332,portfolio_cpt,publish,en,1342,prof-bassam-tahhan-perspective-for-peace-for-syria-and-the-region,Prof. Bassam Tahhan: Perspective for Peace for Syria and the Region,2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1336,portfolio_cpt,publish,en,1343,ghoncheh-tazmini-a-new-perspective-for-iran,Ghoncheh Tazmini: Re-Reading Iran – A Friend Rather than a Foe,2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1351,page,publish,en,1344,panel-discussion,Panel Discussion,2012-12-18,,,R9,page,auto,0,,,,,,,,,
1361,slider,publish,en,1396,florsheim-2012-banner,Flörsheim 2012 banner,2012-12-18,,,RETIRE,retire,auto,0,,,,,Vanguard demo/infra type,,,,
1364,portfolio_cpt,draft,de,1367,,,2012-12-18,,,R1,si_presentation,auto,0,,,,,,,,,
1366,portfolio_cpt,draft,fr,1369,,,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1377,slider,publish,en,1397,time-for-a-new-renaissance,3) Give the Youth a Future: Time for a New Renaissance!,2012-12-28,,,RETIRE,retire,auto,0,,,,,Vanguard demo/infra type,,,,
1380,slider,publish,en,1398,build-the-world-land-bridge,2) Peace Through Development: Build the World Land-Bridge!,2012-12-28,,,RETIRE,retire,auto,0,,,,,Vanguard demo/infra type,,,,
1382,slider,publish,en,1399,end-the-threat-of-extinction,1) Stop World War: End the Threat of Extinction!,2012-12-28,,,RETIRE,retire,auto,0,,,,,Vanguard demo/infra type,,,,
1386,slider,draft,en,1400,0_-conference-in-florsheim-2012,0_ Latest Conference,2012-12-28,,,RETIRE,retire,auto,0,,,,,Vanguard demo/infra type,,,,
1412,portfolio_cpt,publish,de,1342,prof-bassam-tahhan-eine-friedensperspektive-fur-syrien-und-die-region,Prof. Bassam Tahhan: Eine Friedensperspektive für Syrien und die Region,2012-12-30,,,R1,si_presentation,auto,0,,,,,,,,,
1417,portfolio_cpt,publish,de,1343,ghoncheh-tazmini-eine-neue-perspektive-fur-den-iran,Ghoncheh Tazmini: Eine neue Perspektive für den Iran,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1422,portfolio_cpt,publish,de,1034,theodore-katsanevas-die-losung-fur-griechenland,Theodore Katsanevas: Die Lösung für Griechenland,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1426,portfolio_cpt,publish,de,1032,george-o-tsobanoglou-die-dynamik-der-griechischen-krise,George O. Tsobanoglou: Die Dynamik der griechischen Krise,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1429,portfolio_cpt,publish,de,1028,daniel-estulin-der-ausweg-aus-der-spanischen-krise,Daniel Estulin: Der Ausweg aus der spanischen Krise,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1432,portfolio_cpt,publish,de,1037,helga-zepp-larouche-es-gibt-ein-leben-nach-dem-euro-was-fur-ein-europa-wollen-wir,Helga Zepp-LaRouche: Es gibt ein Leben nach dem Euro! Was für ein Europa wollen wir?,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1436,portfolio_cpt,publish,de,1012,prof-wilhelm-hankel-hat-der-euro-eine-chance-zu-uberleben,"Prof. Wilhelm Hankel: Hat der Euro eine Chance, zu überleben?",2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1441,portfolio_cpt,publish,de,1062,jacques-cheminade-die-wahre-mission-europas-vs-britisches-empire,Jacques Cheminade: Die wahre Mission Europas vs. Britisches Empire,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1444,portfolio_cpt,publish,de,1057,lyndon-larouche-die-entscheidende-frage-dieser-krise,Lyndon LaRouche: Die entscheidende Frage dieser Krise,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1447,portfolio_cpt,publish,de,1066,dr-didier-schmitt-das-exomars-projekt,Dr. Didier Schmitt: Das ExoMars-Projekt,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1450,portfolio_cpt,publish,de,946,dr-antonio-guell-vielfacher-ziviler-nutzen-von-satelliten-am-beispiel-des-gesundheitswesens,Dr. Antonio Güell: Vielfacher ziviler Nutzen von Satelliten am Beispiel des Gesundheitswesens,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1454,portfolio_cpt,publish,de,1054,aiman-rsheed-africa-pass-ein-bahnbrechendes-konzept,Africa Pass – Ein bahnbrechendes Konzept,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1457,portfolio_cpt,publish,de,1039,mulugeta-zewdie-michael-das-projekt-des-grand-millennium-dammes,"Mulugeta Zewdie Michael: Das Projekt des „Grand Millennium-Dammes""",2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1460,portfolio_cpt,publish,de,1017,michael-billington-der-kampf-des-britischen-empire-gegen-leibnizens-entwicklungsprogramm,Michael Billington: Der Kampf des Britischen Empire gegen Leibnizens Entwicklungsprogramm,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1464,portfolio_cpt,draft,de,1392,,Lorella Presotto: What Italy's Future Depends On,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1466,portfolio_cpt,publish,en,1393,lorella-presotto-what-italys-future-depends-on,Lorella Presotto: What Italy's Future Depends On,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1470,portfolio_cpt,publish,en,1394,a-renaissance-of-classical-culture-in-europe,A Renaissance of Classical Culture in Europe,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1473,portfolio_cpt,publish,de,1394,eine-renaissance-der-klassischen-kultur-in-europa,Eine Renaissance der klassischen Kultur in Europa,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1477,portfolio_cpt,publish,fr,1394,une-renaissance-de-la-culture-classique-en-europe,Une renaissance de la culture classique en Europe,2012-12-31,,,R1,si_presentation,auto,0,,,,,,,,,
1489,page,publish,de,922,internationale-konferenz-24-25-november-2012,"Internationale Konferenz, 24.-25. November 2012",2012-12-31,,,R9,page,auto,0,,,,,,,,,
1492,page,publish,de,1299,1492-2,Klassisches Konzert,2012-12-31,,,R9,page,auto,0,,,,,,,,,
1498,page,publish,de,891,thema-1-grosraum-nahost,Thema 1: Großraum Nahost,2012-12-31,,,R9,page,auto,0,,,,,,,,,
1503,page,publish,de,958,thema-2-raumfahrt-und-die-gemeinsamen-ziele-der-menschheit,Thema 2: Raumfahrt und die gemeinsamen Ziele der Menschheit,2012-12-31,,,R9,page,auto,0,,,,,,,,,
1505,page,publish,de,1072,thema-3-die-alternative-zu-weltkrieg-und-chaos,Thema 3: Die Alternative zu Weltkrieg und Chaos,2012-12-31,,,R9,page,auto,0,,,,,,,,,
1507,page,publish,de,1078,thema-4-es-gibt-ein-leben-nach-dem-euro-was-fur-ein-europa-wollen-wir,Thema 4: Es gibt ein Leben nach dem Euro! Was für ein Europa wollen wir?,2012-12-31,,,R9,page,auto,0,,,,,,,,,
1515,page,publish,de,1344,podiumsdiskussion,Podiumsdiskussion,2012-12-31,,,R9,page,auto,0,,,,,,,,,
1525,slider,publish,de,1400,0_-konferenz-in-florsheim-2012-2,0_ Konferenz-Banner,2012-12-31,,,RETIRE,retire,auto,0,,,,,Vanguard demo/infra type,,,,
1564,portfolio_cpt,publish,fr,885,helga-zepp-larouche-seul-un-changement-de-paradigme-peut-nous-eviter-la-catastrophe-2,Helga Zepp-LaRouche: Seul un changement de paradigme peut nous éviter la catastrophe,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1569,portfolio_cpt,publish,fr,900,ali-reza-sheikh-attar-les-consequences-globales-de-linstabilite-au-moyen-orient,Ali Reza Sheikh Attar: Les conséquences globales de l'instabilité au moyen-orient,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1574,portfolio_cpt,publish,fr,930,hussein-askary-un-plan-de-developpement-revolutionnaire-pour-les-proche-et-moyen-orient,Hussein Askary: Un plan de développement révolutionnaire pour les proche et moyen-orient,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1577,portfolio_cpt,publish,fr,1342,bassam-tahhan-une-perspective-pour-la-paix-en-syrie-et-dans-la-region,Bassam Tahhan: Une perspective pour la Paix en Syrie et dans la région,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1580,portfolio_cpt,publish,fr,1343,ghoncheh-tazmini-une-perspective-nouvelle-pour-liran,Ghoncheh Tazmini: Une perspective nouvelle pour l'Iran,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1584,portfolio_cpt,publish,fr,946,antonio-guell-les-benefices-des-satellites-pour-les-citoyens-lexemple-de-la-medecine,"Antonio Güell: Les bénéfices des satellites pour les citoyens, l'exemple de la médecine",2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1587,portfolio_cpt,publish,fr,1066,didier-schmitt-le-projet-exomars,Didier Schmitt: Le projet Exomars,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1591,portfolio_cpt,publish,fr,1335,l-v-beethoven-fidelio-wer-ein-holdes-weib-errungen-finale-3,"L. v. Beethoven - Fidelio: „Wer ein holdes Weib errungen"" (Finale)",2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1597,portfolio_cpt,publish,fr,1336,l-v-beethoven-fidelio-o-welche-lust-gefangenenchor-3,"L. v. Beethoven - Fidelio: „O welche Lust"" (Gefangenenchor)",2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1599,portfolio_cpt,publish,fr,1337,l-v-beethoven-fidelio-mir-ist-so-wunderbar-quartet-2,"L. v. Beethoven - Fidelio: „Mir ist so wunderbar"" (Quartet)",2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1602,portfolio_cpt,publish,fr,1338,g-verdi-nabuccodonosor-va-pensiero-3,"G. Verdi - Nabuccodonosor: „Va pensiero""",2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1607,portfolio_cpt,publish,fr,1339,i-lachner-trio-in-d-major-op-58-for-violin-viola-and-piano,"I. Lachner - Trio in D major Op. 58 for violin, viola and piano",2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1610,portfolio_cpt,publish,fr,1017,michael-billington-lempire-britannique-contre-le-developpement-leibnizien,Michael Billington: L'Empire britannique contre le développement leibnizien,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1613,portfolio_cpt,publish,fr,1039,mulugeta-zewdie-michael-le-projet-du-barrage-du-grand-millenaire,"Mulugeta Zewdie Michael: Le projet du ""barrage du grand millénaire""",2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1616,portfolio_cpt,publish,fr,1054,aiman-rsheed-le-passage-africain-concept-revolutionnaire-pour-lafrique-et-la-mediterranee,"Aiman Rsheed: Le Passage Africain, concept révolutionnaire pour l'Afrique et la Méditerranée",2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1619,portfolio_cpt,publish,fr,1057,lyndon-larouche-lenjeu-crucial-de-cette-crise,Lyndon LaRouche: L'enjeu crucial de cette crise,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
1622,portfolio_cpt,publish,fr,1062,jacques-cheminade-la-mission-de-leurope-contre-lempire-britannique,Jacques Cheminade: La mission de l'Europe contre l'Empire britannique,2013-01-01,,,R1,si_presentation,auto,0,,,,,,,,,
