legacy_id,language,trid,date,slug,title,evidence,byline_raw,articles_by_this_name,match,proposed_person_key,proposed_action,confidence,person_hints,wp_author_id,snippet,needs_review,final_action,reviewer,notes
47568,de,19590,2018-07-31,brics-staaten-im-zentrum-einer-neuen-gerechten-weltwirtschaftsordnung-beispiellos-in-der-geschichte-wie-china-die-welt-verandert,BRICS-Staaten im Zentrum einer neuen gerechten Weltwirtschaftsordnung! Beispiellos in der Geschichte: Wie China die Welt,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,15,"Von Helga Zepp-LaRouche Inspiriert vom sagenhaften Aufstieg Chinas findet derzeit eine strategische Neuausrichtung der Schwellen- und Entwicklungsländer statt, bei der Schritt für Schritt eine auf ",1,,,
47699,de,19612,2018-08-06,noch-schlimmer-als-fake-news-die-zensur-der-gleichgeschalteten-medien,Noch schlimmer als „Fake News“: die Zensur der gleichgeschalteten Medien!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,26,"05/08/2018 Von Helga Zepp-LaRouche Wir sollten eigentlich aus den 20er und 30er Jahren gelernt haben, daß ein sich in der Bevölkerung ausbreitender Kulturpessimismus fatale Konsequenzen hat. Ab",1,,,
48397,de,19716,2018-09-01,xi-jinping-die-asthetische-erziehung-und-afrika-und-die-tiefe-moralische-krise-des-westens,"Xi Jinping, die ästhetische Erziehung und Afrika - und die tiefe moralische Krise des Westens",leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,26,"Von Helga Zepp-LaRouche Während das politische Establishment in Europa immer noch meint, im Besitz der allein seligmachenden Weisheit zu sein, was die angebliche Überlegenheit der „westlichen Werte",1,,,
49500,de,19898,2018-11-05,wir-schlafwandler-haben-wir-daraus-gelernt-wie-es-zum-ersten-weltkrieg-kam,"Wir Schlafwandler: Haben wir daraus gelernt, wie es zum Ersten Weltkrieg kam?",leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,26,"Von Helga Zepp-LaRouche Nur fünf Tage nach der richtungsweisenden Kongreßwahl in den USA, die maßgeblich über die Weichenstellung für Krieg oder Frieden entscheiden wird, treffen sich die Präsident",1,,,
49578,de,19916,2018-11-11,die-tiefe-moralische-krise-des-westens-oder-warum-wir-eine-renaissance-der-klassischen-kultur-brauchen,"Die tiefe moralische Krise des Westens, oder warum wir eine Renaissance der klassischen Kultur brauchen!",leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,26,"Anläßlich des 259. Geburtstags von Friedrich Schiller: Von Helga Zepp-LaRouche Es ist typisch für das kurzsichtige Denken unserer Zeit, daß sich der BDI zwar derzeit darüber sorgt, daß es eine",1,,,
50272,de,20003,2018-12-02,europa-wird-nur-durch-kooperation-nicht-konfrontation-bestehen-konnen,"Europa wird nur durch Kooperation, nicht Konfrontation bestehen können!",leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,26,"25/11/2018 - Von Helga Zepp-LaRouche Während der immer unbeliebtere französische Präsident Macron die Chimäre einer europäischen Armee an die Wand malt, die Europa gegen „China, Rußl",1,,,
50416,de,20026,2018-12-12,massenstreikprozes-und-regierungskrisen-europa-braucht-eine-zukunftsvision,Massenstreikprozeß und Regierungskrisen: Europa braucht eine Zukunftsvision!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,26,"10/12/2018 - Von Helga Zepp-LaRouche Revolte gegen Macron in Frankreich; Brexit-Chaos in Großbritannien, die wahrscheinliche Fortsetzung der Politik in Deutschland, die den Abstieg der V",1,,,
55298,en,20696,2019-08-06,zepp-larouche-mega-manipulation-rescuing-the-bankrupt-financial-system-with-climate-hysteria,Zepp-LaRouche—Mega-Manipulation: Rescuing the Bankrupt Financial System with Climate Hysteria!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,26,"by Helga Zepp-LaRouche, zepp-larouche@eir.de As the storm signals of the impending financial crisis become more alarming, we are witnessing what is probably the largest social engineering experime",1,,,
55854,en,20769,2019-09-16,zepp-larouche-in-xian-how-to-help-the-west-better-understand-the-belt-road-initiative,Zepp-LaRouche in Xi'an: How to Help the West Better Understand the Belt & Road Initiative,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,26,"by Helga Zepp-LaRouche Presented at the 2019 Euro-Asia Economic Forum, which took place in historic Xi'an, China, bringing together over 1,000 people, representing more than 58 nations from Europe",1,,,
57782,en,21017,2020-02-06,china-deserves-praise-and-cooperation-in-the-fight-against-the-coronavirus,China Deserves Praise and Cooperation in the Fight against the Coronavirus,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,26,"By Helga Zepp-LaRouche The name of the German weekly magazine ""Der Spiegel"" actually means in English, ""The Mirror."" And indeed what you see this week on the cover page of the print version of D",1,,,
57800,de,21017,2020-02-06,china-deserves-praise-and-cooperation-in-the-fight-against-the-coronavirus,China verdient Lob und Kooperation im Kampf gegen das Corona-Virus,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,26,"von Helga Zepp-LaRouche Der Name des Wochenmagazins Der Spiegel meint sinnbildlich, daß er das eigentliche Bild widerspiegelt. In der Tat ist das, was man diese Woche auf der Titelseite der Prin",1,,,
58136,en,21065,2020-03-16,covid-19-pandemic-forces-rethinking-international-cooperation-indispensable,COVID-19 Pandemic Forces Rethinking: International Cooperation Indispensable!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,26,"by Helga Zepp-LaRouche, zepp-larouche@eir.de We are now experiencing the worst international health crisis of the past hundred years. This crisis is so extremely dangerous, because the coronavirus",1,,,
59268,de,21222,2020-05-18,das-urteil-von-karlsruhe-bietet-eine-chance-fur-einen-neuanfang-europas,Das Urteil von Karlsruhe bietet eine Chance für einen Neuanfang Europas!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,34,"Von Helga Zepp-LaRouche Das Urteil des Karlsruher Bundesverfassungsgerichtes, das die Aufkäufe von Staatsanleihen durch die EZB als teilweise verfassungswidrig bezeichnet und fordert, daß die EZB di",1,,,
59713,de,21296,2020-05-31,notgipfel-von-trump-xi-putin-und-modi-ist-unerlaslich-fur-weltfrieden,"Notgipfel von Trump, Xi, Putin und Modi ist unerläßlich für Weltfrieden!",leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,34,"von Helga Zepp-LaRouche Die Welt ist an einem Scheideweg angekommen, den Friedrich Schiller als Punctum saliens bezeichnen würde - dem Punkt, an dem die Handlung in einem Drama zur Entscheidung ",1,,,
60161,de,21356,2020-06-21,globale-ausweitung-der-nato-nicht-im-interesse-deutschlands,Globale Ausweitung der NATO nicht im Interesse Deutschlands!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Globale Ausweitung der NATO nicht im Interesse Deutschlands! Von Helga Zepp-LaRouche Nach wochenlangen Gerüchten hat Präsident Trump es offiziell gemacht: Die US-Administration plant, 9500 US-",1,,,
60170,de,21357,2020-06-25,putins-diskussion-uber-zweiten-weltkrieg-kann-den-dritten-weltkrieg-verhindern,Putins Diskussion über Zweiten Weltkrieg kann den Dritten Weltkrieg verhindern!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche Die Gründerin und Vorsitzende des Schiller-Instituts, Helga Zepp-LaRouche, veröffentlichte am 24. Juni 2020 die folgende Erklärung. Der ausführliche und sehr direkt gesc",1,,,
60617,de,21414,2020-07-11,helga-zepp-larouche-letzte-chance-ein-gipfeltreffen-der-funf-permanenten-mitglieder-des-un-sicherheitsrates,Helga Zepp-LaRouche: Letzte Chance: ein Gipfeltreffen der fünf permanenten Mitglieder des UN-Sicherheitsrates,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"von Helga Zepp-LaRouche Die Menschheit erlebt gegenwärtig eine beispiellose Herausforderung ihrer moralischen Überlebensfähigkeit. Die alles entscheidende Frage ist, ob sich die Hauptakteure auf d",1,,,
60859,de,21450,2020-07-18,das-durchsichtige-spiel-des-britischen-empire-gegen-rusland-und-china,Das durchsichtige Spiel des Britischen Empire gegen Rußland und China,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"von Helga Zepp-LaRouche Das Jahr 2020 wird nicht nur in die Geschichte eingehen als das Jahr, in dem die Welt von der schlimmsten Pandemie seit 600 Jahren heimgesucht wurde, es ist allem Anschein ",1,,,
61034,en,21479,2020-07-22,the-transparent-game-of-the-british-empire-against-russia-and-china-by-helga-zepp-larouche,The Transparent Game of the British Empire Against Russia and China By Helga Zepp-LaRouche,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,32,"by Helga Zepp-LaRouche July 17—Not only will 2020 go down in history as the year in which the world was hit by the worst pandemic in 600 years, it may also be the year in which the Chinese economy",1,,,
61376,de,21527,2020-08-01,die-welt-mus-sich-vom-kriegskurs-pompeos-gegen-china-distanzieren,Die Welt muß sich vom Kriegskurs Pompeos gegen China distanzieren!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,Von Helga Zepp-LaRouche In einer markerschütternden Rede mit dem Titel „Das kommunistische China und die Zukunft der freien Welt“ in der Richard Nixon Presidential Library in Yorba Linda/Kalifor,1,,,
61476,de,21545,2020-08-08,das-nachste-hiroshima-vor-november-wir-brauchen-eine-weltfriedensordnung,Das nächste Hiroshima vor November? Wir brauchen eine Weltfriedensordnung!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche Dies ist ein Alarmruf! Von den meisten Zeitgenossen unterschätzt, eskaliert die Anti-China-Kampagne der USA, und dies könnte noch vor der US- Präsidentschaftswahl im November",1,,,
61908,de,21611,2020-08-22,faustrecht-oder-voelkerrecht-im-weltraum-wohin-steuert-die-staatengemeinschaft,Faustrecht oder Völkerrecht im Weltraum: Wohin steuert die Staatengemeinschaft?,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche Wir können derzeit eine Vielzahl von Ereignissen beobachten, die - scheinbar unabhängig voneinander - zusammengenommen die Atmosphäre und Dynamik einer Vorkriegszeit erzeugen. ",1,,,
62856,de,21754,2020-09-27,fuer-eine-internationale-partnerschaft-von-souveraenen-republiken,Für eine internationale Partnerschaft von souveränen Republiken!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,34,"Von Helga Zepp-LaRouche Seit dem Ende des Zweiten Weltkriegs hat es keine Situation gegeben, in der wir es mit so vielen Herausforderungen zugleich zu tun haben, insbesondere einer Pandemie, deren ers",1,,,
64773,de,22071,2020-11-28,die-weltordnung-nach-der-pandemie-das-menschenbild-ist-der-schluessel,Die Weltordnung nach der Pandemie? Das Menschenbild ist der Schlüssel!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,34,"Von Helga Zepp-LaRouche Auch wenn sich die Mainstream-Medien darin zu übertreffen suchen, der Weltöffentlichkeit Joe Biden und seine anvisierte Kabinettsmannschaft von Super-Falken als die nächste US-",1,,,
64777,de,22073,2020-11-29,gandhis-vision-fuer-ein-neues-paradigma,Gandhis Vision für ein neues Paradigma,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Gandhis Vision für ein neues Paradigma in den internationalen Beziehungen, ein Weltgesundheitssystem und direkte gewaltfreie Aktionen in Zeiten des sozialen Zusammenbruchs Von Helga Zepp-LaRouche, Prä",1,,,
64948,de,22099,2020-12-06,die-weltgemeinschaft-nach-covid-19-eine-neue-epoche-der-menschheitsgeschichte,Die Weltgemeinschaft nach Covid-19: Eine neue Epoche der Menschheitsgeschichte!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"von Helga Zepp-LaRouche Die Frage, die jeden denkenden Menschen beschäftigen sollte, ist die, wie die Weltgemeinschaft die Lehren aus der Erfahrung der Covid-19-Pandemie ziehen kann, und wie wir siche",1,,,
66780,de,84826,2021-01-09,der-sturm-auf-das-us-kapitol-farbrevolution-oder-11-september,Der Sturm auf das US-Kapitol: Farbrevolution oder 11. September?,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,34,von Helga Zepp-LaRouche Die Video-Reportage über das Eindringen von einigen Hundert Demonstranten in das Kapitol in Washington am 6. Januar zeigt verstörende Szenen. Bei der Live-Übertragung der Sitzu,1,,,
72720,de,154104,2021-04-18,der-ibykus-ist-wieder-da,Der Ibykus ist wieder da!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"von Helga Zepp-LaRouche [one_third] [/one_third] [two_third_last] Nach einer Unterbrechung von 14 Jahren sind wir hocherfreut, unsere Kulturzeitschrift Ibykus wieder neu herausgeben zu können, die b",1,,,
79081,en,155286,2021-09-06,can-the-west-learn-what-afghanistan-needs-now,Can ‘The West’ Learn? What Afghanistan Needs Now!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,25,"by Helga Zepp-LaRouche PDF of this statement September 5—The catastrophic failure of NATO in Afghanistan, and with it the policy of 20 years of wars of intervention, couldn’t be more dramatic. It is n",1,,,
79554,en,155363,2021-09-14,greetings-to-the-commemoration-of-the-victims-of-terrorism-at-the-teardrop-memorial,Greetings to the Commemoration of the Victims of Terrorism at the Teardrop Memorial,trailing-sign,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,medium,Helga Zepp-LaRouche,37,"The end of the military campaign by the U.S. and NATO in Afghanistan signifies the “end of an era,” as President Biden has stated, an era of so-called humanitarian interventionist wars. If one looks a",1,,,
79568,de,155363,2021-09-14,grusswort-zur-gedenkfeier-am-tear-of-grief-denkmal,Grußwort zur Gedenkfeier am „Tear of Grief“-Denkmal,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche Das Ende des Militäreinsatzes der USA und NATO in Afghanistan bedeutet, wie Präsident Biden sagte, das „Ende einer Ära“, einer Ära der sogenannten humanitären Interventionskrie",1,,,
82547,de,155894,2021-11-27,artikel-von-helga-zepp-larouche-nun-kommt-der-winter-unseres-missvergnuegens-was-von-der-neuen-regierung-zu-erwarten-ist,Artikel von Helga Zepp-LaRouche: Nun kommt der Winter unseres Mißvergnügens - Was von der neuen Regierung zu erwarten is,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"von Helga Zepp-LaRouche Das rauhe Erwachen aus der Scheinwelt der Nicht-Themen, in die die Wähler während des jüngsten Bundestagswahlkampfs ebenso sorgfältig von den Politikern wie von den Medien gewi",1,,,
82917,de,155963,2021-12-11,psychopathen-riskieren-unsere-existenz-deutschland-muss-aus-der-nato-austreten,Psychopathen riskieren unsere Existenz! Deutschland muß aus der NATO austreten!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"von Helga Zepp-LaRouche Es scheint angesichts der politischen Orientierung der neuen Regierung in Berlin fast aussichtslos, den sofortigen NATO-Austritt Deutschlands zu fordern. Aber wenn Olaf Scholz ",1,,,
83314,en,156044,2021-12-30,message-of-remembrance-for-the-alexandrov-ensemble-and-the-people-of-russia,Message of Remembrance for the Alexandrov Ensemble and the People of Russia,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,25,"by Helga Zepp-LaRouche Chairwoman, International Schiller Institute In the name of the Schiller Institute, I send you my thoughts on the anniversary of the tragic loss of the members of the Alexan",1,,,
84241,de,156182,2022-01-22,der-weltfrieden-haengt-am-seidenen-faden-eine-neue-sicherheitsarchitektur-ist-existentiell,Der Weltfrieden hängt am seidenen Faden: Eine neue Sicherheitsarchitektur ist existentiell,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche Nach der hektischen Diplomatie der vergangenen Woche - Baerbock in Kiew und Moskau, Blinken in Kiew, dann in Berlin zum Treffen der Außenminister der USA, Frankreichs, Großbrit",1,,,
84536,en,156255,2022-02-07,100-seconds-to-midnight-on-the-nuclear-war-clock-we-need-a-new-security-architecture,100 Seconds to Midnight on the Doomsday Clock: We Need a New Security Architecture!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,25,"by Helga Zepp-LaRouche · February 6, 2022 PDF of this statement “A nuclear war cannot be won and must never be fought,” the five nuclear powers and permanent members of the UN Security Council affir",1,,,
85725,de,156469,2022-03-12,weltweiter-wirtschaftskollaps-droht-neuer-westfaelischer-frieden-letzte-chance,Weltweiter Wirtschaftskollaps droht: Neuer Westfälischer Frieden letzte Chance!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,34,"von Helga Zepp-LaRouche Mit einer Kombination von in modernen Zeiten beispiellosen Maßnahmen hat Präsident Putin jetzt auf die verschärften Sanktionen des Westens reagiert, um die russische Wirtschaft",1,,,
85768,en,156479,2022-03-14,global-economic-collapse-is-imminent-a-new-peace-of-westphalia-is-our-last-chance,Global Economic Collapse Is Imminent: A New Peace of Westphalia Is Our Last Chance!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,25,"by Helga Zepp-LaRouche March 12—President Putin has now responded to the West’s tightening sanctions with a combination of measures unprecedented in modern times, to defend the Russian economy against",1,,,
87057,de,156684,2022-04-23,helga-zepp-larouche-westen-zertruemmert-die-weltordnung-xi-baut-neue-sicherheitsarchitektur,Helga Zepp-LaRouche: Westen zertrümmert die Weltordnung - Xi baut neue Sicherheitsarchitektur,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche Ganze zehn Tage nach der bahnbrechenden Konferenz des Schiller-Instituts, 1 die den Aufbau einer neuen internationalen Sicherheits- und Entwicklungsarchitektur zum Thema hatte",1,,,
89493,en,157124,2022-07-28,zepp-larouche-responds-to-ukrainian-enemies-list,Zepp-LaRouche Responds to Ukrainian Enemies List,trailing-sign,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,medium,,34,"The so-called ""Ukrainian Center for countering Disinformation,"" which is listed as being part of Ukraine's National Security and Defense Council, has released a list of 78 individuals—the first 30 wer",1,,,
89908,de,157197,2022-08-06,helga-zepp-larouche-nancy-pelosi-spielt-die-elefantenkuh-im-porzellanladen-von-taiwan,Helga Zepp- LaRouche: Nancy Pelosi spielt die Elefantenkuh im Porzellanladen von Taiwan,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche Wenn die Welt noch etwas gebraucht hatte, das so nötig war wie ein Kropf, dann war es der Besuch von Nancy Pelosi in Taiwan. Damit ist zu der extrem gefährlichen und eskalieren",1,,,
91006,de,157339,2022-09-03,100-jahrestag-der-geburt-von-lyndon-larouche-die-ideen-von-lyndon-larouche-werden-die-zukunft-der-menschheit-praegen,100. Jahrestag der Geburt von Lyndon LaRouche - Die Ideen von Lyndon LaRouche werden die Zukunft der Menschheit prägen,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,100. Jahrestag der Geburt von Lyndon LaRouche Die Ideen von Lyndon LaRouche werden die Zukunft der Menschheit prägen Flugblatt-PDF zum Verbreiten Von Helga Zepp-LaRouche Am 8. September vor hundert Ja,1,,,
91052,en,157349,2022-09-05,100th-anniversary-of-the-birth-of-lyndon-larouche-the-ideas-of-lyndon-larouche-will-shape-the-future-of-mankind,100th Anniversary of the Birth of Lyndon LaRouche—The Ideas of Lyndon LaRouche Will Shape the Future of Mankind,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,25,"by Helga Zepp-LaRouche PDF of this statement One hundred years ago, on September 8, Lyndon LaRouche was born, a person whom many people throughout the world, including myself, consider the greatest th",1,,,
91910,de,157450,2022-10-02,helga-zepp-larouche-wer-steckt-hinter-der-sabotage-an-den-nord-stream-pipelines,Helga Zepp-LaRouche: Wer steckt hinter der Sabotage an den Nord-Stream-Pipelines?,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,Von Helga Zepp-LaRouche Die Sabotage und möglicherweise langfristige Zerstörung der beiden Nord-Stream-Pipelines Nord Stream I und II ist ein Angriff auf die existentiellen Interessen Deutschlands und,1,,,
91922,en,157454,2022-10-02,who-is-behind-the-sabotage-of-the-nord-stream-pipelines,Who Is Behind the Sabotage of the Nord Stream Pipelines?,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,25,by Helga Zepp-LaRouche This article was written by Mrs. Zepp-LaRouche for the German weekly Neue Solidarität and translated into English for EIR. She is the founder of the international Schiller I,1,,,
92621,de,157558,2022-11-06,deutschland-ist-in-existentieller-gefahr-wir-brauchen-einen-kurswechsel,Deutschland ist in existentieller Gefahr! Wir brauchen einen Kurswechsel!,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,"Von Helga Zepp-LaRouche PDF Deutschland befindet sich in einer doppelten akuten Gefahr: Wir sind dabei, so gut wie alles zu verlieren, was wir in den Jahrzehnten seit dem Zweiten Weltkrieg wirtschaftl",1,,,
92776,de,157584,2022-11-13,ein-neues-kreditsystem-fuer-die-kommende-wissenschaftliche-revolution,Ein neues Kreditsystem für die kommende wissenschaftliche Revolution,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,Helga Zepp-LaRouche,34,Von Helga Zepp-LaRouche Die folgende Rede hielt die Gründerin und Präsidentin des Schiller-Instituts auf der „Internationalen wissenschaftlichen und praktischen Konferenz: Wissenschaftlich-technologis,1,,,
94791,en,157880,2023-02-07,statement-by-the-schiller-institute-on-the-earthquakes,Take this Tragedy as the Opportunity to Lift All Sanctions Against Syria,leading-byline,Helga Zepp-LaRouche,76,built,helga-zepp-larouche,accept,high,,39,"By Helga Zepp-LaRouche PDF of this statement Feb. 6, 2023 (EIRNS)—The recent double earthquake in southern Turkey and northwestern Syria is a terrible disaster which is generating a wave of emotion an",1,,,
